0	8
1	8
2	11
3	8
4	15
5	11
6	8
7	8
8	11
9	9
10	9
11	18
12	14
13	18
14	10
15	9
16	14
17	12
18	12
19	10
20	11
21	9
22	6
23	9
24	9
25	9
26	9
27	9
28	7
29	11
30	7
31	13
32	6
33	16
34	7
35	7
36	12
37	11
38	11
39	15
40	3
41	9
42	8
43	6
44	11
45	6
46	11
47	11
48	13
49	8
50	7
51	11
52	12
53	11
54	10
55	14
56	10
57	13
58	6
59	7
60	10
61	10
62	9
63	10
64	6
65	13
66	10
67	9
68	10
69	11
70	12
71	8
72	12
73	9
74	10
75	5
76	8
77	10
78	10
79	14
80	16
81	9
82	7
83	10
84	13
85	14
86	8
87	3
88	8
89	10
90	8
91	11
92	8
93	8
94	5
95	14
96	7
97	11
98	7
99	12
100	10
101	12
102	11
103	8
104	16
105	8
106	11
107	14
108	6
109	13
110	9
111	14
112	9
113	10
114	10
115	11
116	10
117	6
118	11
119	10
120	11
121	10
122	6
123	5
124	6
125	13
126	8
127	13
128	12
129	10
130	10
131	13
132	7
133	14
134	10
135	7
136	12
137	3
138	7
139	6
140	12
141	9
142	6
143	11
144	10
145	11
146	11
147	11
148	11
149	14
150	6
151	12
152	11
153	6
154	8
155	11
156	5
157	15
158	12
159	15
160	10
161	8
162	9
163	8
164	9
165	9
166	11
167	10
168	5
169	11
170	14
171	12
172	11
173	9
174	13
175	10
176	7
177	13
178	6
179	9
180	10
181	12
182	13
183	12
184	5
185	8
186	7
187	11
188	10
189	13
190	14
191	13
192	8
193	6
194	12
195	5
196	14
197	8
198	10
199	11
200	13
201	9
202	15
203	10
204	6
205	5
206	11
207	12
208	8
209	10
210	9
211	8
212	12
213	4
214	7
215	11
216	8
217	7
218	14
219	17
220	5
221	14
222	13
223	9
224	11
225	9
226	13
227	12
228	13
229	10
230	12
231	6
232	11
233	5
234	8
235	12
236	11
237	10
238	10
239	9
240	12
241	10
242	10
243	10
244	10
245	8
246	10
247	10
248	9
249	13
250	9
251	7
252	7
253	13
254	14
255	9
256	14
257	7
258	5
259	6
260	6
261	11
262	7
263	9
264	12
265	6
266	11
267	9
268	12
269	11
270	9
271	8
272	5
273	4
274	4
275	7
276	12
277	12
278	13
279	6
280	7
281	11
282	7
283	12
284	3
285	8
286	12
287	10
288	9
289	10
290	10
291	11
292	8
293	10
294	6
295	10
296	9
297	15
298	16
299	12
300	7
301	9
302	10
303	8
304	12
305	15
306	11
307	12
308	9
309	6
310	6
311	9
312	13
313	6
314	11
315	5
316	9
317	13
318	8
319	6
320	10
321	11
322	7
323	13
324	10
325	10
326	7
327	11
328	7
329	6
330	6
331	8
332	7
333	13
334	10
335	13
336	15
337	5
338	9
339	13
340	13
341	12
342	12
