0	7
1	5
2	12
3	9
4	6
5	9
6	9
7	7
8	9
9	14
10	7
11	12
12	16
13	13
14	15
15	6
16	6
17	7
18	11
19	3
20	10
21	3
22	5
23	5
24	15
25	8
26	8
27	6
28	8
29	9
30	12
31	8
32	8
33	8
34	9
35	10
36	9
37	9
38	10
39	7
40	9
41	11
42	9
43	10
44	12
45	7
46	7
47	7
48	10
49	8
50	10
51	16
52	9
53	14
54	7
55	9
56	14
57	12
58	9
59	9
60	5
61	8
62	12
63	5
64	12
65	8
66	10
67	9
68	13
69	11
70	11
71	14
72	7
73	17
74	9
75	11
76	11
77	12
78	11
79	12
80	8
81	11
82	11
83	11
84	15
85	11
86	11
87	8
88	11
89	12
90	11
91	18
92	10
93	8
94	8
95	5
96	11
97	4
98	11
99	11
100	11
101	11
102	12
103	6
104	4
105	9
106	15
107	11
108	10
109	5
110	9
111	9
112	11
113	12
114	12
115	7
116	3
117	16
118	11
119	13
120	10
121	6
122	10
123	6
124	10
125	6
126	7
127	14
128	9
129	9
130	8
131	13
132	9
133	9
134	9
135	13
136	3
137	9
138	10
139	9
140	13
141	8
142	14
143	4
144	10
145	6
146	11
147	9
148	9
149	7
150	7
151	7
152	7
153	11
154	5
155	11
156	7
157	15
158	6
159	7
160	7
161	6
162	7
163	9
164	9
165	4
166	11
167	11
168	9
169	7
170	12
171	9
172	10
173	14
174	8
175	11
176	18
177	15
178	9
179	9
180	9
181	8
182	9
183	20
184	12
185	10
186	9
187	9
188	12
189	14
190	15
191	9
192	11
193	9
194	13
195	18
196	11
197	11
198	7
199	9
200	8
201	11
202	6
203	13
204	11
205	9
206	13
207	15
208	6
209	9
210	8
211	8
212	8
213	16
214	5
215	11
216	13
217	13
218	11
219	16
220	11
221	13
222	16
223	9
224	7
225	9
226	9
227	7
228	17
229	14
230	9
231	7
232	14
233	9
234	11
235	9
236	9
237	9
238	11
239	8
240	8
241	8
242	12
243	13
244	12
245	7
246	12
247	7
248	9
249	15
250	8
251	5
252	10
253	12
254	8
255	6
256	9
257	9
258	15
259	9
260	11
261	9
262	7
263	9
264	13
265	8
266	14
267	8
268	9
269	8
270	7
271	11
272	14
273	12
274	11
275	11
276	9
277	11
278	7
279	15
280	12
281	4
282	15
283	11
284	11
285	10
286	10
287	11
288	3
289	15
290	14
291	13
292	13
293	9
294	16
295	10
296	15
297	4
298	8
299	9
300	13
301	13
302	14
303	7
304	16
305	19
306	12
307	8
308	14
309	12
310	12
311	9
312	16
313	17
314	9
315	9
316	8
317	10
318	7
319	8
320	13
321	8
322	13
323	9
324	18
325	10
326	12
327	9
328	11
329	13
330	10
331	11
332	8
333	10
334	16
335	13
336	7
337	11
338	4
339	7
340	11
341	12
342	11
343	10
344	8
345	13
346	10
347	13
348	9
349	11
350	12
351	17
352	8
353	13
354	15
355	14
356	4
357	14
358	9
359	11
360	12
361	14
362	15
363	14
364	13
365	11
366	9
367	6
368	13
369	8
370	8
371	3
372	7
373	4
374	13
375	11
376	16
377	13
378	13
379	11
380	12
381	12
382	13
383	12
384	13
385	15
386	19
387	11
388	9
389	14
390	16
391	17
392	14
393	6
394	16
395	13
396	6
397	7
398	8
399	15
400	6
401	11
402	11
403	13
404	9
405	15
406	12
407	11
408	13
409	11
410	13
411	13
412	10
413	9
414	10
415	14
416	14
417	9
418	14
419	11
420	8
421	10
422	14
423	13
424	10
425	11
426	6
427	14
428	9
429	11
430	8
431	12
432	14
433	6
434	11
435	12
436	14
437	8
438	12
439	11
440	15
441	18
442	14
443	12
444	11
445	10
446	8
447	6
448	6
449	12
450	6
451	12
452	8
453	17
454	14
455	10
456	12
457	11
458	9
459	9
460	10
461	11
462	11
463	9
464	10
465	9
466	10
467	14
468	10
469	10
470	8
471	9
472	13
473	9
474	12
475	11
476	13
477	10
478	10
479	7
480	11
481	12
482	7
483	8
484	14
485	7
486	6
487	10
488	17
489	8
490	12
491	8
492	4
493	8
494	7
495	6
496	9
497	10
498	6
499	11
500	6
501	8
502	19
503	13
504	11
505	9
506	8
507	9
508	7
509	7
510	11
511	7
512	11
513	7
514	10
515	11
516	8
517	11
518	5
519	7
520	10
521	12
522	11
523	8
524	7
525	13
526	4
527	6
528	10
529	15
530	12
531	14
532	10
533	10
534	10
535	11
536	7
537	12
538	9
539	13
540	15
541	6
542	12
543	10
544	4
545	11
546	5
547	12
548	9
549	15
550	15
551	8
552	9
553	12
554	12
555	12
556	9
557	9
558	10
559	8
560	10
561	12
562	14
563	13
564	14
565	12
566	13
567	11
568	7
569	7
570	14
571	8
572	4
573	15
574	11
575	12
576	13
577	17
578	15
579	13
580	7
581	12
582	11
583	14
584	14
585	13
586	12
587	9
588	12
589	10
590	7
591	8
592	14
593	13
594	13
595	7
596	15
597	13
598	12
599	10
600	10
601	9
602	11
603	9
604	10
605	8
606	7
607	12
608	17
609	8
610	14
611	10
612	13
613	9
614	11
615	9
616	7
617	15
618	9
619	12
620	13
621	12
622	10
623	10
624	11
625	9
626	10
627	7
628	8
629	8
630	9
631	14
632	10
633	5
634	10
635	8
636	11
637	12
638	7
639	12
640	14
641	8
642	4
643	9
644	11
645	9
646	8
647	14
648	16
649	11
650	7
651	14
652	12
653	8
654	10
655	8
656	11
657	9
658	5
659	5
660	5
661	20
662	8
663	8
664	5
665	11
666	12
667	8
668	11
669	7
670	14
671	16
672	10
673	14
674	3
675	13
676	9
677	8
678	11
679	11
680	9
681	12
682	7
683	11
684	7
685	9
686	17
687	8
688	6
689	14
690	8
691	12
692	6
693	10
694	13
695	7
696	7
697	10
698	8
699	13
700	17
701	10
702	10
703	12
704	10
705	8
706	10
707	9
708	12
709	4
710	19
711	10
712	11
713	5
714	9
715	12
716	12
717	12
718	10
719	8
720	11
721	15
722	6
723	11
724	10
725	13
726	13
727	8
728	13
729	12
730	8
731	13
732	8
733	10
734	6
735	12
736	8
737	17
738	7
739	12
740	6
741	6
742	7
743	13
744	9
745	14
746	10
747	6
748	9
749	7
750	10
751	6
752	9
753	16
754	6
755	10
756	11
757	14
758	6
759	11
760	13
761	13
762	11
763	10
764	13
765	8
766	11
767	7
768	11
769	9
770	7
771	12
772	10
773	6
774	11
775	10
776	7
777	10
778	11
779	8
780	9
781	11
782	8
783	10
784	8
785	3
786	12
787	7
788	17
789	12
790	9
791	9
792	13
793	7
794	12
795	5
796	15
797	7
798	11
799	17
800	19
801	10
802	7
803	8
804	13
805	7
806	10
807	12
808	7
809	9
810	15
811	10
812	9
813	9
814	9
815	10
816	14
817	14
818	16
819	13
820	14
821	6
822	10
823	14
824	15
825	14
826	10
827	11
828	15
829	12
830	11
831	13
832	17
833	11
834	8
835	16
836	10
837	7
838	13
839	8
840	6
841	15
842	8
843	10
844	16
845	13
846	10
847	12
848	9
849	11
850	15
851	8
852	11
853	18
854	10
855	10
856	10
857	13
858	4
859	11
860	9
861	8
862	13
863	12
864	7
865	8
866	12
867	7
868	13
869	8
870	11
871	11
872	16
873	8
874	5
875	11
876	11
877	11
878	9
879	15
880	10
881	16
882	7
883	13
884	14
885	6
886	7
887	8
888	12
889	11
890	7
891	11
892	12
893	9
894	12
895	6
896	12
897	7
898	11
899	6
900	9
901	2
902	14
903	3
904	10
905	10
906	12
907	5
908	15
909	14
910	4
911	10
912	12
913	10
914	8
915	4
916	9
917	11
918	13
919	11
920	13
921	14
922	8
923	3
924	7
925	5
926	6
927	7
928	5
929	12
930	8
931	8
932	7
933	8
934	13
935	12
936	14
937	10
938	3
939	14
940	9
941	9
942	9
943	11
944	10
945	10
946	13
947	15
948	15
949	12
950	4
951	5
952	5
953	8
954	7
955	8
956	13
957	11
958	8
959	5
960	8
961	16
962	8
963	7
964	11
965	8
966	8
967	8
968	8
969	8
970	14
971	11
972	9
973	9
974	8
975	9
976	14
977	8
978	11
979	11
980	8
981	9
982	11
983	8
984	9
985	10
986	8
987	14
988	8
989	14
990	9
991	8
992	10
993	9
994	9
995	12
996	9
997	11
998	11
999	7
1000	18
1001	8
1002	7
1003	9
1004	14
1005	8
1006	11
1007	17
1008	14
1009	15
1010	9
1011	14
1012	12
1013	7
1014	13
1015	11
1016	8
1017	6
1018	8
1019	11
1020	4
1021	9
1022	9
1023	21
1024	13
1025	7
1026	10
1027	8
1028	15
1029	9
1030	11
1031	14
1032	12
1033	11
1034	8
1035	11
1036	15
1037	7
1038	12
1039	8
1040	8
1041	13
1042	7
1043	11
1044	9
1045	7
1046	16
1047	13
1048	13
1049	13
1050	7
1051	12
1052	12
1053	14
1054	9
1055	11
1056	8
1057	11
1058	17
1059	10
1060	10
1061	10
1062	9
1063	8
1064	16
1065	15
1066	10
1067	5
1068	3
1069	11
1070	15
1071	12
1072	4
1073	11
1074	7
1075	6
1076	11
1077	11
1078	13
1079	7
1080	12
1081	10
1082	12
1083	14
1084	10
1085	8
1086	5
1087	14
1088	12
1089	7
1090	16
1091	11
1092	8
1093	6
1094	5
1095	11
1096	5
1097	13
1098	14
1099	11
1100	10
1101	11
1102	8
1103	14
1104	10
1105	10
1106	15
1107	15
1108	9
1109	6
1110	6
1111	12
1112	6
1113	6
1114	10
1115	12
